-,2021,
Amadora,2281,
Cascais,1415,
Lisboa,4679,
Loures,2055,
Mafra,614,
Odivelas,1370,
Oeiras,1710,
Sintra,4435,
VilaFrancaDeXira,1483,
Alcochete,134,
Almada,2281,
Barreiro,1120,
Moita,879,
Montijo,631,
Palmela,548,
Seixal,1650,
Sesimbra,292,
Setubal,1448,
