-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1747.7756855851544,1777.81871642526,1777.3473464900712,1815.947588645573,1943.6329453693115,1918.9129454094268,2183.619327922215,2041.9766430403142,2297.9326907323657,2067.500502507328,2504.032639194593,2535.6467801698955,
Cascais,2892.8081966268405,2970.7712630372957,2984.788866833441,2899.7989769458923,2946.6965159567544,3114.0005065617315,3170.77957901311,3099.848024225193,3256.5734207112478,2936.439484496757,3212.38968029811,3365.1155145486923,
Lisboa,3431.191573110079,3625.006415141571,3484.782159463061,3567.026527519426,3582.8296862556263,3114.2599452445234,4065.621411805907,3376.265886133111,3360.2446401438388,3324.689917437792,3694.0122825716926,3904.927083783563,
Loures,1899.16837453785,1923.0011858098924,1893.4446227874917,1916.4775863763232,1933.1248845406403,2090.10404924276,1998.4802267877833,2440.3898718033934,2174.906726589347,2189.178796648335,2282.799326256821,2607.1963500746197,
Mafra,1558.6880133734433,1595.4266455697525,1590.5471944284634,1763.9795218094096,1668.3657325390432,2095.023933378765,2167.9980261263345,2085.3560982396903,2467.5915496392636,2443.399782323268,2179.611751002574,2525.6,
Odivelas,2049.7691120973627,2120.815475608877,2083.2737221020175,2115.306799720822,2125.1525334857665,2315.609378749234,2149.4193906685127,2473.286931101874,2429.8430997763867,2398.346800956504,2614.285944359566,2982.9517172935166,
Oeiras,2369.3524291862736,2452.5786976317368,2467.3923659561106,2381.2102600765934,2530.6881944505917,2464.0945601029025,2469.483103558384,2566.240698881365,2806.8850618764614,2682.281668217559,3389.080476330007,2568.0455932352625,
Sintra,1430.7838508875216,1412.7454835937597,1461.7615272361504,1505.794655166475,1597.0455885266301,1790.0703095242118,1785.901091787638,1865.7261420697664,1933.280589420405,2029.9472192753665,1967.4077248776907,2073.8435696577576,
VilaFrancaDeXira,1368.8581364651623,1432.9051113460162,1456.0015220608336,1506.1274170745207,1560.878218342871,1874.262412308766,1799.6777975395557,2119.3438470308947,1680.3041317144748,2137.7583405358027,1806.9023391029111,2331.1774457028177,
Alcochete,1768.2511740648256,2053.363666664054,2194.8790250319144,2402.8526671108307,2373.6552545431164,2414.737499711566,2563.5508557077183,2631.110639674782,3108.357116549541,2492.226,2357.9798360751447,3419.4,
Almada,1767.9392537202432,1780.5522653402518,1680.5413845523035,1714.6127807560745,1885.2948628867134,1994.3762161197556,1737.8103175351623,2181.777182149633,2260.726241195709,2245.0450024216507,1833.6044539037778,2458.954681221935,
Barreiro,1182.1690847065067,1215.061588604678,1193.7328809929272,1318.6119009548663,1515.410853031296,1482.6356396483534,1637.7569815731933,1664.554303622128,1499.889722187083,1598.1376344088555,1768.1160163852253,1435.5137848983068,
Moita,982.5725410397345,982.9963388877159,997.8433219576561,969.2744077909044,1146.6986454202074,1147.2533318616915,1311.6779134518763,1234.4204530705438,1290.4539916147605,1419.6381405535171,1368.8202178491445,1407.7229095052796,
Montijo,1485.699267879963,1442.4127402839194,1516.7254150947201,1634.2744426463803,1720.770608159908,1670.521100222629,1797.4755842981117,1868.1897211312125,1917.7177570530641,2028.8989703971552,2351.4088179413957,2044.1662730168302,
Palmela,1143.1794849852636,1192.9237783554854,1305.6500762332098,1238.0683727376131,1471.9134336924787,1420.9107792808618,1639.200736505081,2016.960682942587,2055.657022165291,1899.7287325749223,2090.171394889591,1572.448370609004,
Seixal,1449.03865916921,1546.3498091996637,1597.2051508354918,1777.123803008385,1843.6304306024786,2040.4494528890273,2169.298653795491,2324.8768661816416,2370.683349991125,2533.558814706328,2718.832099139527,2827.260152735557,
Sesimbra,1585.912564301956,1573.5202858702087,1624.3485666730137,1882.3098373308571,1979.2615886559247,1894.296538340106,1950.2227648803741,2283.79199159628,2217.657716071414,2133.834978442415,2427.124028821358,3029.3097059988795,
Setubal,1351.7278476246258,1387.0376513296624,1398.304530485572,1476.0969622121097,1515.3188492396905,1768.9657934534434,1819.5559199425325,1964.4890755171757,2021.4832581256276,1990.4859129320912,2216.2825387192406,1860.2229385542387,
