Step,Birth Rate,Mortality Rate,Divorces,
1,0.0,0.0,0.0,
2,0.3598560575769692,0.7596961215513794,0.11995201919232307,
3,0.35981289729340743,0.799584216207572,0.07995842162075721,
4,0.43954287540957404,0.5993766482857827,0.03995844321905218,
5,0.47908016608112425,0.3992334717342702,0.07984669434685404,
6,0.47885075818036715,0.5586592178770949,0.07980845969672784,
7,0.4785643070787637,0.4785643070787637,0.03988035892323031,
8,0.3190047053194035,0.5981338224738815,0.03987558816492544,
9,0.318864841165451,0.3587229463111324,0.07971621029136275,
10,0.39842224789832265,0.6374755966373162,0.1195266743694968,
11,0.27877339705296694,0.7964954201513341,0.0,
12,0.19902873975001992,0.7165034631000717,0.03980574795000398,
13,0.19896538002387584,0.7560684440907282,0.0,
14,0.636385331318113,0.7954816641476414,0.11932224962214621,
15,0.4769285799451532,0.4769285799451532,0.03974404832876277,
16,0.3972825871042072,0.715108656787573,0.0,
17,0.35749751737835156,0.5561072492552135,0.15888778550148958,
18,0.4367332353992139,0.516139278199071,0.03970302139992854,
19,0.51603683709114,0.6351222610352493,0.07939028262940616,
20,0.2381235861412073,0.7143707584236219,0.11906179307060365,
21,0.5949075910208614,0.7932101213611485,0.07932101213611487,
22,0.396463545177021,0.5946953177655314,0.1982317725885105,
23,0.35668991756499685,0.5944831959416613,0.0,
24,0.3962436105717795,0.6736141379720252,0.039624361057177954,
25,0.35656273523236004,0.6338893070797512,0.03961808169248445,
26,0.3168693310096249,0.6733473283954529,0.0,
27,0.7523858551459232,0.8315843662139152,0.23759553320397578,
28,0.4353504571179799,0.4353504571179799,0.15830925713381092,
29,0.35590003163555833,0.35590003163555833,0.039544447959506485,
30,0.19758940920766646,0.5532503457814661,0.11855364552459988,
31,0.23712603248626646,0.7508991028731771,0.07904201082875549,
32,0.35550639911518406,0.513509243166377,0.0,
33,0.157959167555187,0.631836670220748,0.03948979188879675,
34,0.23682652457075193,0.7894217485691731,0.03947108742845865,
35,0.591715976331361,0.3944773175542406,0.07889546351084813,
36,0.39413526722371117,0.35472174050134003,0.03941352672237112,
37,0.5909699787250808,0.5515719801434088,0.07879599716334411,
38,0.5907837731390311,0.6301693580149665,0.0,
39,0.4330197220800693,0.7085777270401133,0.07873085856001259,
40,0.5509425052142773,0.5115894691275431,0.03935303608673409,
41,0.39343746311523786,0.550812448361333,0.0,
42,0.35405192761605037,0.7081038552321007,0.0,
43,0.3932672644329086,0.7078810759792356,0.03932672644329086,
44,0.4716981132075472,0.6289308176100629,0.03930817610062893,
45,0.47156835776319406,0.5501630840570598,0.0,
46,0.3929736314693284,0.5894604472039926,0.07859472629386569,
47,0.4322540081735303,0.7466205595724615,0.15718327569946555,
48,0.3143171460003143,0.6286342920006286,0.03928964325003929,
49,0.6285602042820664,0.5892751915144372,0.19642506383814576,
50,0.235626767200754,0.5497957901350927,0.07854225573358467,
51,0.3140333660451423,0.549558390578999,0.07850834151128558,
52,0.2355435166647038,0.9029168138813646,0.03925725277745064,
53,0.4318297805519569,0.6281160444392102,0.03925725277745064,
54,0.43150792405460536,0.549191903342225,0.07845598619174644,
55,0.5096440332444724,0.31362709738121375,0.07840677434530344,
56,0.7056333058920381,0.8232388568740445,0.039201850327335454,
57,0.47034844980990087,0.7447183788656764,0.0,
58,0.31351647920993847,0.7446016381236039,0.03918955990124231,
59,0.3133936616131939,0.35256786931484313,0.1175226231049477,
60,0.3914813654870028,0.548073911681804,0.03914813654870029,
61,0.46970408642555195,0.5088460936276812,0.07828401440425865,
62,0.19567174108715218,0.7826869643486087,0.0,
63,0.15648840029732797,0.5868315011149798,0.07824420014866398,
64,0.3910680067263697,0.5083884087442806,0.0,
65,0.3519199186673966,0.7820442637053258,0.0,
66,0.6252442360296991,0.7033997655334114,0.15631105900742479,
67,0.39065551996249703,0.7813110399249941,0.07813110399249941,
68,0.6250976715111736,0.8204406938584153,0.0,
69,0.2733627523723982,0.5467255047447964,0.03905182176748546,
70,0.35135662697638104,0.5855943782939683,0.15615850087839156,
71,0.3123048094940662,0.858838226108682,0.07807620237351655,
72,0.42936882782310004,0.6245364768336,0.0,
73,0.39036577272904716,0.8978412772768084,0.0,
74,0.2731174404994147,0.7023019898556379,0.11705033164260632,
75,0.3900308124341823,0.5070400561644369,0.0,
76,0.38996997231213193,0.5069609640057716,0.0,
77,0.3118908382066277,0.46783625730994155,0.11695906432748539,
78,0.27289384429456937,0.6627421932868114,0.0,
79,0.5850234009360374,0.9750390015600624,0.1170046801872075,
80,0.506862133499688,0.6238303181534622,0.11696818465377418,
81,0.1559697418700772,0.8578335802854247,0.0,
82,0.2729044834307992,0.5458089668615984,0.15594541910331386,
83,0.4287161898822979,0.6235871852833424,0.1169225972406267,
84,0.2728725685105056,0.8575995010330176,0.0779635910030016,
85,0.2728300268932455,0.5066843356588846,0.0,
86,0.5845674201091193,0.6235385814497272,0.0779423226812159,
87,0.46767216181456794,0.545617522116996,0.0,
88,0.19480266490045584,0.5064869287411852,0.15584213192036467,
89,0.155890720604856,0.896371643477922,0.038972680151214,
90,0.5455749970772769,0.7014535676707845,0.07793928529675383,
91,0.42851577717179584,0.584339696143358,0.11686793922867161,
92,0.3504536427709201,0.4283322300533468,0.038939293641213346,
93,0.3114294612270321,0.7007162877608222,0.07785736530675802,
94,0.2335993770683278,0.8565310492505352,0.03893322951138797,
95,0.31133250311332505,0.5448318804483188,0.07783312577833126,
96,0.311284046692607,0.6614785992217899,0.0,
97,0.5059153175591531,0.9339975093399752,0.07783312577833126,
98,0.3501536785589231,0.6224954285491966,0.0,
99,0.2334267040149393,0.8169934640522876,0.07780890133831311,
100,0.38898397386027694,0.7779679477205539,0.0388983973860277,
101,0.4665448466233817,0.6220597954978422,0.11663621165584542,
102,0.3887571434125102,0.6608871438012673,0.0,
