-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,1902.25218871307,2040.9311592250358,2028.5765206836782,2198.7878798911197,2270.537907125067,2220.8076638575394,2141.9115242621165,2247.4046366912908,2165.2077994095634,2041.4111334878678,2307.8910203087244,2188.164328798368,2363.036393026423,2397.2927671066936,2538.6625673260596,2552.9858797611514,
Cascais,2736.7675892956427,3168.6458876306733,3305.425352201657,2971.9712131041083,2967.056267641991,2946.9444563921666,3306.590014041716,3163.5243670781,3306.966874065857,3247.8708691592497,3132.092293671305,3225.379527643543,3103.924820941519,3130.002511841404,3396.50647932403,3355.8100556560867,
Lisboa,3761.640960320494,4259.791643789219,4565.471140371726,4519.738786358454,4270.057836952151,4342.257637536022,4352.321982227921,4303.345938692129,3953.336469329446,3915.5477231112336,4225.541736222069,4346.577782758881,4386.533893325579,4328.460622740321,4546.873919455392,4578.609653014924,
Loures,1779.4991198188495,1849.6937486090765,1881.658018430533,1897.7719600556957,1808.1151096744347,1923.2461905027676,2091.989606328885,2054.404857047673,2129.986437445914,2141.1030198056396,2128.323368691657,2130.0468259296917,2030.2430608238587,2466.0400207218954,2572.309683210631,2468.8224614901874,
Mafra,1804.9041007698065,1624.6976028218633,1803.6077608649375,1736.0625761664512,2125.9874043422924,1971.533612238501,1970.8745170359794,1899.1392935043368,2217.841135266859,2268.956194507913,2096.9628639892408,2543.2195209270994,2540.4697342124946,2692.875812081951,2906.8851010371854,2634.2843917836876,
Odivelas,2044.6884421191792,2270.3084646954626,2176.9545004607194,2653.9500259301017,1954.409368741132,2159.7598923510122,2258.575494213015,2540.935972788652,2189.3887336526677,2553.102587593206,2265.18877429902,2483.8471449951094,2320.3117059850188,2735.559920864538,2284.5071863814596,2498.740725664677,
Oeiras,2812.086294578979,2424.579362735553,2466.983113910676,2595.4425459874083,2642.5854840753254,2846.26629174927,2511.5525825656186,2559.118368553248,2478.679868572821,2703.421353552133,2671.457287085823,2751.4666472048075,2772.9743462813785,3003.140583859438,3278.443039799902,3098.945369901155,
Sintra,1544.5223509609098,1462.3284546835898,1678.3972925158687,1645.138694243577,1699.0750327561627,1701.9076097313537,1855.948598302095,1826.3800500236357,1898.5564970245778,2046.0376089373672,1985.7419481394684,2132.275283083711,2137.5284447368663,2253.93067555774,2349.6669117690417,2485.826405424267,
VilaFrancaDeXira,1433.450536022642,1436.1928611824546,1703.8151332998323,1862.1248389035898,1521.6297423435376,1685.6624267487846,1739.7219381036107,1732.398311254073,1845.7632130749143,1997.1411071339505,1697.2107131713585,2065.3454432645303,1863.518278777631,2312.2550855696386,2329.641783379192,2551.8721466324514,
Alcochete,1850.8804427862688,2080.8012504231506,2240.966184701323,3100.87684441687,2661.9531514052555,3029.5273162167828,2049.752420485171,2638.288056344414,2938.728848290168,2894.0765732199725,2819.4662941447696,2788.601967806562,0,0,2447.3956891299276,3262.5070597921317,
Almada,2059.4422600877388,2199.425647804608,2271.2626934611535,2252.582927284104,2350.2215850450293,2399.8934400746252,2567.4239776257436,2459.671746697559,2223.5588315391556,2533.941196558085,2443.5084526737237,2637.2478122409666,2465.2912447767435,2939.5908308950416,2603.364232051754,2984.200403623803,
Barreiro,1190.9146275084229,1639.2841731477674,1508.3322041156953,1436.6901425692577,1494.5256087196333,1690.105070201681,1532.4176739975514,1461.261048553541,1648.0704821986894,1844.8383479702752,1852.0859265088116,1990.8471482208392,2016.9529857134014,2157.3710088477324,2561.4528918166407,2891.7757297622106,
Moita,1017.3408871256644,1239.386024031533,1089.2101306301734,1222.0240598967423,1598.577168580267,1429.8066273180598,1553.3447175039882,1617.9018182252828,1799.761696741485,1730.0007794040066,1750.369060222559,1828.8936420153664,1694.989279710406,2040.5989522343693,2159.5899268062003,2495.9514369343547,
Montijo,1390.9766834480286,1613.3179330173498,1783.3244683133837,1790.4739644256288,1909.4243162284195,2013.9630224928246,2134.4467072754446,1840.557679541092,2076.5863402978225,2320.651880844713,2077.5635751618083,2450.0395804208347,2624.303128484451,2760.739277441069,3042.2000000000003,3179.6741260708204,
Palmela,1326.0051260796868,1441.6341572002354,1607.6425586520113,1655.102587062217,1790.2265823318178,1966.331519562293,1778.3025856775357,2122.1448187524743,2295.6168929915175,1809.7602868345894,2188.1730927298095,2448.6624426748226,2444.5659617585266,2579.8595890812658,2398.7829845454226,2686.292805758161,
Seixal,1589.8793627592418,1738.080159391188,1749.8828410806905,1858.5533233610827,1820.8529995111057,1814.463696869758,1948.1566658054282,1978.377448307027,2080.9538273112034,2132.23026126152,2194.9980437864124,2174.0301886273555,2338.23374267282,2270.8998435382,2519.203109009475,2645.6641170468456,
Sesimbra,1526.7458253643645,1623.3008952818286,1920.0211359705343,1755.18464668545,1612.3244850139665,1898.031731066133,2168.487742219847,2476.30945276965,2163.1939020830837,2493.0460901887855,2496.1288935431503,2551.1902811194523,2307.1006252301236,2408.0052697489255,2943.208817795631,2957.2255119712636,
Setubal,1393.338066621299,1640.9699183598236,1532.8830348776783,1323.0532015533647,1716.418960050543,1708.8611696418038,1691.9090245804007,1947.055234878843,1828.8634883671698,1819.5493188977573,2025.7933542230228,2034.8968699197103,2321.218821546652,2642.533715884755,2385.1978161744755,2532.9087475483548,
