-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.007814850624358,10.521507109013175,12.38523550246102,12.679394959681312,11.982840355367674,11.9624133118288,
Cascais,10.56348493182652,12.781086321571483,13.502904180358836,14.383978595545978,15.426151785400618,14.293428409224825,
Lisboa,11.567502731054777,15.203368464603088,16.941421440972217,19.85396326494815,17.309691065227113,17.005079065593605,
Loures,8.002342021546319,8.588866550942232,10.227558617582313,12.792871271189885,10.773063889922671,9.410533342762854,
Mafra,7.37589943287456,7.6916863454835545,11.126655566132296,8.830935551827135,12.238140445712052,7.891591068876199,
Odivelas,8.126663429108572,9.211722248056917,12.627662102062038,13.26076750492052,12.611232258895956,12.503068446180556,
Oeiras,9.957450552591228,11.335684053150334,13.858025391981338,14.357024460361169,12.361608202610448,11.825095488305042,
Sintra,7.529921398033224,7.621526077896182,8.868824873967828,9.454688768604129,8.485663776906343,10.365193176260814,
VilaFrancaDeXira,7.019118479570515,7.055381212918913,8.934934788359788,9.463911559321003,9.619080036104886,8.236645849367154,
Alcochete,6.201673804829994,6.574396514721382,7.685527626280786,9.221728964676272,6.903413535819102,0,
Almada,8.86289080950625,9.221458482622795,12.417695354068636,12.42394493681651,13.178910086633662,13.897092215456293,
Barreiro,6.883084726910271,7.338078059983681,9.273961000848246,8.126279035120138,9.165540973094028,7.263699868391458,
Moita,5.687914306718543,5.522627233211467,7.4253733179755566,6.281747723139682,7.77938920512211,7.1191474052178325,
Montijo,6.5746553005642365,6.006997878576065,7.129610933917302,9.888008839746094,6.569218140308423,9.1016717297403,
Palmela,6.210683027719789,6.0786138322792365,8.037500512401408,9.232623874953042,6.657044798819514,10.751006908555647,
Seixal,7.125571989356078,6.84612700610419,9.204990872935152,8.221797970984449,10.231918007013455,11.390233374373587,
Sesimbra,5.855014163682236,6.009272817706071,7.670117355227275,8.779833327592245,8.012740843442286,8.098651119091805,
Setubal,6.873318994030762,6.441191700912983,7.239994970246809,7.123311092861669,7.393727897330555,9.002759240774719,
