-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1880,2033,2148,2168,2308,2401,2453,2764,2949,3054,2821,3153,
Cascais,2770,3177,3075,3439,3546,3901,3923,4012,4391,4298,4456,4354,
Lisboa,3354,3628,4483,4634,4678,5027,5381,5838,6225,6636,7047,7493,
Loures,1970,2252,2324,2503,2656,2883,2921,3183,3215,3564,3697,3610,
Mafra,1590,1588,2081,2131,2323,1892,2467,2456,2805,2519,2019,2717,
Odivelas,2073,2240,2480,2543,2711,2829,2911,2955,3137,3193,3355,3363,
Oeiras,2537,2857,3042,3130,3212,3417,3125,3249,3480,3461,3729,3457,
Sintra,1495,1613,1868,2055,2063,2237,2335,2590,2828,2785,3353,3092,
VilaFrancaDeXira,1498,1760,1717,1817,2007,1963,2128,2007,2485,2000,2163,2510,
Alcochete,1708,1834,1650,2453,2789,2664,2694,2750,2706,2427,2411,2605,
Almada,1909,2134,2323,2310,2399,2631,2750,2841,2504,3164,2971,3091,
Barreiro,1234,1273,1380,1455,1622,1482,1500,1726,2023,1522,1428,1971,
Moita,1116,1144,1284,965,1406,1570,1356,1405,1340,1807,1782,1514,
Montijo,1568,1793,1970,1920,2003,2100,2071,2265,2053,2272,2064,2332,
Palmela,1321,1349,1482,1592,1786,1632,1565,2023,2016,1819,1943,2020,
Seixal,1497,1854,1942,2022,2208,2272,2343,2481,2598,2645,2789,3003,
Sesimbra,1518,1871,1823,1811,1793,2073,2125,2070,1961,2180,2370,2476,
Setubal,1343,1790,1789,1749,1851,2096,1817,2097,2087,2299,2163,2098,
