-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.557418827862579,10.99007333372535,10.993889556550377,10.252292352544941,11.561576178185335,10.2333328279738,
Cascais,10.954950471001602,12.67436993721248,13.099689890032138,12.554482701778017,14.54733214201391,13.729915907977398,
Lisboa,12.086566194840074,14.463607762687761,15.948910446945598,15.125702959992445,16.99186253251333,15.047187840631864,
Loures,8.526101486375463,10.151568810423534,9.53132658719217,8.916568692931943,10.252259337232953,11.178290191014405,
Mafra,7.2942086891225495,5.4621167276523,7.5615464352418975,11.135505736348325,7.366964696106009,11.28955944118926,
Odivelas,8.839642337162449,10.045739839759772,11.01043851997775,11.22625041924555,10.999558846618358,11.724047559085111,
Oeiras,10.682309384809914,11.594668662040636,12.777638854032054,12.345711509317056,12.453562576101522,12.539302605861,
Sintra,7.525644612347847,8.20976332032038,8.11455648599043,8.336275630683632,8.851232712551631,9.525884154707581,
VilaFrancaDeXira,7.311614299308491,7.32331388721741,8.739227349465565,8.71628260324877,7.997714789189246,8.949387971874648,
Alcochete,6.6036364541336985,7.520833659776315,7.844114611504819,5.562774218437443,6.109205694444444,7.598235725697481,
Almada,8.751943446075478,8.957291160688634,9.49332557873596,9.311828903447143,11.768934348451378,9.774659135436178,
Barreiro,7.31838748979083,6.8372317414289565,8.89011189880055,9.023121855482337,8.072919511669884,9.075263858731317,
Moita,6.167105540801465,5.466403354246132,5.483525485910939,10.529101230333431,8.439054180867968,9.713394171816603,
Montijo,6.990786157820343,7.98960317609403,6.903469187526557,9.88905845816176,6.228374087932,6.353583662411991,
Palmela,6.245456084800894,8.147461143870531,9.848155065223896,0,7.912763823620386,9.330000194218206,
Seixal,7.148569713431705,7.08468609520135,7.829817123016476,9.345928100682357,9.042084305722838,7.466690816441427,
Sesimbra,6.207325045151555,6.089796972862412,9.745545295730686,10.081069763869266,6.545633161091288,8.493947669679198,
Setubal,7.265257695982747,6.865087822325398,8.510551362928167,7.526235680313794,9.472494511262141,7.701478969342113,
