-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.517169546381853,10.769113474126975,11.946068658703608,10.705807044719961,9.949069295416887,10.327124524100899,
Cascais,10.755476636741982,13.447816670975444,13.800709538616058,12.58314615804424,12.672192227699819,13.677376987744974,
Lisboa,12.197493726736822,15.00217693743786,15.609137799299535,16.443635754939507,16.529391184939104,16.566059699466827,
Loures,8.405303973634036,9.043616378118752,10.026923380137626,9.211109535590378,11.171111866745381,9.833468521270264,
Mafra,7.825990728063899,8.863344749112892,5.025962944453176,8.94633093610567,7.652674169385875,7.048490385443218,
Odivelas,8.719942193903961,8.85025391808712,10.666231654669902,10.607538106267983,11.129056089114071,11.100732066086632,
Oeiras,10.559564946242718,11.80143002262723,11.46480719621106,13.271355577384698,13.522873178972253,10.7425035102294,
Sintra,7.594174108121436,7.935773774730214,7.9901508995757835,8.434191094346488,8.787554404085412,10.282218607021873,
VilaFrancaDeXira,7.267648848828731,7.823911025910968,7.628230232569846,7.543590582563473,8.194836678233008,8.501972588923982,
Alcochete,6.5917136310161855,5.907087872418442,5.531328663046211,8.174715411134445,9.354483844486042,0,
Almada,8.869594394937128,11.322522412416607,10.72240531351916,11.104383831593001,10.44865552416371,11.623034587799278,
Barreiro,7.387853172808273,7.614106839369006,8.726994623795509,8.063881900907743,8.756221302962684,9.35938890048235,
Moita,6.133210521868412,4.912347327896331,6.769831012543073,8.892627432183774,6.421907427883258,6.981386289667578,
Montijo,7.223986963533991,7.302092367769395,8.2702740549094,9.339677457650668,8.9478556650077,6.177705541269862,
Palmela,6.339065902379754,6.3507406413434735,5.547181879930347,7.788905716521203,8.080641647301213,7.905380016924334,
Seixal,7.117234680186739,7.691201779867541,7.929024052893416,8.498960156972327,8.284081774166678,10.835692100906499,
Sesimbra,6.048213676296317,6.0743084500040965,7.367951661021495,6.614419224950933,8.550757750020072,10.596409399664033,
Setubal,7.294525714195698,7.283803476498621,9.024237228393536,6.986521345827542,9.305599619332828,9.85194969793837,
