-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,
Household,2.4521982272765884e9,2.8331954053458924e9,3.185274520351712e9,3.5616817443733244e9,3.9191042553879128e9,4.3034582380290985e9,4.693688377922143e9,5.0826961511952715e9,5.468440092193918e9,5.893324058322613e9,6.331167426773906e9,6.750641027139399e9,7.138692330035662e9,7.528361102545062e9,7.902423209037073e9,8.2719266402894745e9,8.638116868550787e9,9.026557737658955e9,9.416544589849821e9,9.730766720418655e9,1.0048654535675194e10,1.0374960033129272e10,1.0712628789292276e10,1.107712029227476e10,1.1375179249438177e10,1.1681670198911352e10,1.2015788146857288e10,1.2333292532909779e10,1.2621346810715122e10,1.2936290699336824e10,1.3255116255142702e10,1.355579620032701e10,1.388658216455837e10,1.4199652439324034e10,1.4531392374435007e10,1.4810979595351578e10,
Government,2.4048242670066143e10,2.391381560108688e10,2.378588856570574e10,2.3646475951662025e10,2.3492093882225677e10,2.333312115675908e10,2.318451465223601e10,2.3052325805710567e10,2.2924552172861458e10,2.2775256888165096e10,2.2656767634825108e10,2.2532729052320396e10,2.239735960320326e10,2.225558974649878e10,2.2112510736365845e10,2.195325255110027e10,2.1799045378694305e10,2.164926430689879e10,2.148575036217781e10,2.1333433812691883e10,2.118047237343179e10,2.102828877160227e10,2.0864699618057087e10,2.0705761798032875e10,2.0565603277356342e10,2.0414021221477295e10,2.0258979242829838e10,2.0098741315872543e10,1.9961945605197742e10,1.9806562458813225e10,1.964928263340731e10,1.9506913647521313e10,1.934112860766438e10,1.9194145380475033e10,1.9030210696545143e10,1.889420686594388e10,
Company,1.4455765767287165e10,1.438882025294344e10,1.4321841671134727e10,1.4255463520311714e10,1.4189382215997206e10,1.412388463599812e10,1.4058413117750338e10,1.3993775911605314e10,1.3929914493523054e10,1.3866761148328314e10,1.3803981848613258e10,1.3737906201947954e10,1.3669623574482767e10,1.3601427839665346e10,1.3533600130358303e10,1.3466753407871622e10,1.3400149914010468e10,1.3334057303949657e10,1.3268171529897375e10,1.32019664762727e10,1.3136014614766417e10,1.3070271667802128e10,1.3004923651086185e10,1.2936340464250416e10,1.2863269545991846e10,1.2791406906354185e10,1.2720189115686846e10,1.264927877083672e10,1.2577955478857756e10,1.2507299378782688e10,1.2437635732984358e10,1.2368480102181787e10,1.2299859587315624e10,1.2231385624105352e10,1.2163243671655138e10,1.2090890624762732e10,
Bank,1.6119516302102257e10,1.5980867677705212e10,1.584155396671434e10,1.5673686809850927e10,1.5540782053533838e10,1.5392586469297434e10,1.524076519617979e10,1.5092284328825485e10,1.4919650928232744e10,1.4725702633142113e10,1.4535433322706596e10,1.434558578546975e10,1.4159548655485342e10,1.3991323768571358e10,1.3837878221158222e10,1.368289097803433e10,1.3531653940465698e10,1.339012633282288e10,1.3247815755164045e10,1.3145816162105696e10,1.3035092224409172e10,1.290962823632661e10,1.277943127729248e10,1.264097840757064e10,1.2560308748156855e10,1.2473479666356842e10,1.238127281757969e10,1.2289778463092934e10,1.2209487745801985e10,1.2113865058362743e10,1.20169097002407e10,1.1928572795934608e10,1.1839183633495445e10,1.1748847700232645e10,1.1667145005596233e10,1.1600433795894505e10,
Construction Sector,1.5697187895451216e7,6.5815739444022225e6,5.073068255257503e6,3.4582881011050707e6,2.8683807570273913e6,7.703269557750606e6,2.6029505261195045e7,3.0491792301206432e7,1.013754824759908e7,3.62609517184257e7,3.434773388983211e7,1.8566883342523016e7,1.6830327401121147e7,2.1784760273952316e7,3.4087134114022695e7,4.5314898428523324e7,6.685870724768054e7,8.016204020771316e7,9.748036199476528e7,1.1282275106819648e8,1.2965233511382997e8,1.4749658211628854e8,1.6133057219811282e8,1.7698680115158436e8,1.8854834786156338e8,1.9786904978396514e8,2.1142021783268386e8,2.2106735136197528e8,2.289085247140767e8,2.5186286461637697e8,2.631515563947007e8,2.744512375139166e8,2.848286417550756e8,2.9084532340462655e8,2.964960334139399e8,3.0325116217822933e8,
Total,5.709142015462761e10,5.7123280511025826e10,5.713963179216178e10,5.7140766314299095e10,5.714423078790166e10,5.716075376964148e10,5.720341084934948e10,5.725157398963785e10,5.725269523505877e10,5.729730567967656e10,5.73616979668087e10,5.738542895022002e10,5.7382054490608154e10,5.73984872175545e10,5.7420499431033455e10,5.742013847572422e10,5.743582480896894e10,5.748016772153799e10,5.7515762599083824e10,5.752480592255714e10,5.75298860833964e10,5.753064529097656e10,5.752301390792614e10,5.7537187763280266e10,5.755290916880478e10,5.7558447042883644e10,5.758764954078635e10,5.759215843407395e10,5.759964416528668e10,5.7615880459911865e10,5.762209587816977e10,5.763421398347863e10,5.7651582634788895e10,5.766487646754169e10,5.768848778164546e10,5.769976204413093e10,
