-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,
Supply in Lisboa,687.0,1262.0,1388.0,1732.0,1828.0,2056.0,2098.0,2162.0,2277.0,2399.0,2350.0,2321.0,2301.0,2231.0,2161.0,2098.0,2056.0,2008.0,1921.0,1660.0,1667.0,1762.0,1761.0,1854.0,1711.0,1924.0,2095.0,2140.0,2136.0,2489.0,2622.0,2828.0,3130.0,3256.0,3518.0,3541.0,
Demand in Lisboa,3373.0,3586.0,3826.0,4046.0,4148.0,4373.0,4541.0,4554.0,4511.0,4570.0,4420.0,4271.0,3986.0,3894.0,3819.0,3587.0,3610.0,3712.0,3628.0,3756.0,3934.0,4015.0,4055.0,4112.0,3539.0,3618.0,3813.0,3905.0,4125.0,4172.0,4235.0,4378.0,4396.0,4420.0,4563.0,4602.0,
