-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,
Smaller than 50m2,26,6,4,12,10,8,8,5,6,9,9,5,16,11,10,19,14,7,7,14,7,12,11,7,9,11,8,7,7,14,14,8,8,19,12,7,
Smaller than 75m2,37,14,13,12,13,7,6,9,8,14,16,8,9,10,9,8,9,7,7,9,7,13,13,14,10,16,6,10,8,7,12,8,13,5,7,11,
Smaller than 125m2,18,13,12,8,4,16,8,11,6,8,8,11,12,16,13,9,14,7,13,10,8,12,12,7,10,10,10,10,14,10,12,7,11,9,11,11,
Bigger than 125m2,26,19,12,10,14,13,13,10,12,11,16,11,9,14,14,9,9,11,15,11,18,12,9,13,8,11,7,8,20,14,7,14,14,8,9,9,
