-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,8.51301238295613,9.110591604845155,8.139132548041177,11.478433900952602,9.633307774308452,10.87198008336995,
Cascais,10.041339334803148,11.314019278544967,11.764990560341207,13.852742050562735,13.435870706668812,13.241032703806399,
Lisboa,11.539856382313511,13.568379104054216,15.95042985051015,16.179605825272382,16.69040537241301,16.681227670742707,
Loures,7.7039155566863755,8.243222344644662,8.791247406254797,10.272989818378807,9.210398079458379,10.253337568450153,
Mafra,7.319777663137135,7.1618217787002285,7.371583674698059,8.252878125923464,10.35038831608534,9.363427374741821,
Odivelas,7.822553670940513,8.38351822148605,8.544549247378562,11.271558598022692,9.365132900111904,8.826910141836974,
Oeiras,9.881007212242315,11.014448734768715,11.9275609435742,14.318033443014796,11.334039425949022,11.165785358737681,
Sintra,7.216781230528975,7.592630783394011,7.514058899391695,9.01022812222057,9.589161255813021,10.090669818944683,
VilaFrancaDeXira,6.906302856256744,6.373643644810796,7.074120163542684,7.102248353598894,9.597349550479,8.98508632617951,
Alcochete,6.445193810427785,6.863600574976982,7.85432898559884,7.713339506824414,7.767107146127072,0,
Almada,8.269888355074787,8.51566467911646,8.23139803595166,10.580077668136054,10.680689653365064,9.275879261350243,
Barreiro,6.864067739694854,6.528531339286505,6.744121192143607,9.152631359992487,7.584012379103095,9.353607675697415,
Moita,5.643757921004377,5.526225133712151,5.290950666333986,5.815647331493362,6.206591112207773,7.742574796427945,
Montijo,6.742561507689399,6.268409198659412,5.981995108796338,8.936205868940892,8.185043680269652,8.473519896904937,
Palmela,5.978365408886333,5.993697614592227,6.085963722578902,6.803273228618981,7.1811676961003466,7.143264423382286,
Seixal,6.975882232787984,6.935246707444414,7.049817967205212,7.892328792402015,8.312655924086338,8.811496613911636,
Sesimbra,6.052729195545869,6.030661008052372,4.461570603562024,8.681557674887099,6.856282448715083,7.3027130298868315,
Setubal,6.705083611334196,6.3364817916614316,6.813415151885953,7.349938515679073,6.9909077439324685,9.743382040845201,
