-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.654301268941861,9.479107250492667,10.038266885177393,11.85727884072407,9.695782278579383,10.256801952544723,
Cascais,11.111597812775432,13.248980009683171,11.66839859933993,13.945813137839814,14.489466166595205,14.332309054516271,
Lisboa,12.438878078909907,13.940898413628181,15.352383195115832,16.27676146871645,15.255734107142853,16.761108676834876,
Loures,8.315555971932543,8.486366919612099,9.53282396599962,9.894986783676664,11.171612773964586,8.556516318288551,
Mafra,8.26612728981785,9.492690827767175,7.466848400421799,7.782832714875081,8.542056909089938,11.199568121228515,
Odivelas,9.134450835512693,10.155387157087455,10.323553155572132,10.454378330989945,8.595901093924617,9.549278365185808,
Oeiras,10.862980578983958,10.910216983850106,13.586130529714065,11.087004171537872,13.138364690115825,13.23116934296754,
Sintra,7.52096470279261,6.989252806845083,7.770780165941344,8.810496653189475,9.558030224272192,8.817425119517203,
VilaFrancaDeXira,7.47037486336519,7.3665235633917145,8.476796519076162,10.312622140831623,7.510320805785525,7.078773714487959,
Alcochete,6.304465067616045,7.4292732779760255,7.745144175652264,7.422830580189324,9.833880482782542,5.901876531383972,
Almada,8.751940984828593,8.853577931655227,9.936626635790848,9.331743230890792,9.251242488630075,10.689220135139738,
Barreiro,7.364473743268427,8.543472975004462,8.380510604322259,7.6738680527622165,9.157340088163142,9.889592424731315,
Moita,6.145706909283414,6.443734036024429,7.117811407407407,5.176214952393738,6.9417676347034565,8.8361181058724,
Montijo,6.686930657125139,6.341939663222793,6.037295850293549,8.347322035846897,7.580533246156956,8.965630210694787,
Palmela,6.30736172574626,7.568556576525573,5.413405755265207,7.533299833346357,9.419891046352635,8.042921509780697,
Seixal,6.7863590685715405,8.435038744206864,8.328740112501126,9.23715167509897,7.8117194376115435,11.132312862522618,
Sesimbra,7.519357623978356,7.624272750806771,7.007671326482207,8.45673736569713,8.455411601387322,10.817229440524638,
Setubal,6.936765081041251,8.402657593489266,7.689841342712812,9.801888825361743,8.472324796150255,9.686990189338163,
