-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,2041,2262,1946,2110,1526,2049,1298,2087,2521,2474,2148,1571,
Cascais,2862,2918,2701,3190,2797,2558,2774,3139,2721,2999,2872,3013,
Lisboa,3200,3160,3233,4211,3993,4138,3903,4060,3571,3664,3976,4114,
Loures,2177,2045,2168,1844,1675,1709,1988,2414,1752,2311,1944,2159,
Mafra,1959,1947,1769,2140,1540,2603,2652,2715,2995,2682,2742,2727,
Odivelas,2267,2395,2227,2047,2555,2061,1998,2347,2729,2497,2337,2483,
Oeiras,2756,2687,2773,2698,2445,2454,2564,2412,2449,2714,3067,2642,
Sintra,1674,1847,1373,1338,1714,1575,1228,1759,1996,2145,1766,2419,
VilaFrancaDeXira,1680,1516,1503,1694,1515,1772,1144,1592,1523,1891,1334,1327,
Alcochete,2004,2061,2050,2238,1297,2241,3254,2385,2209,2232,1865,1792,
Almada,2165,2034,2164,2379,2151,1914,1733,2604,1819,2056,2609,2584,
Barreiro,1330,1691,1822,1853,1399,944,1361,2357,2072,1220,2260,1900,
Moita,1237,1439,1135,1448,1659,1523,1881,1632,2143,1924,1848,1897,
Montijo,1633,1540,1633,2526,2491,2138,1079,2400,1969,1981,2350,2320,
Palmela,1405,1281,1195,1209,1153,930,1392,1741,1880,1870,1972,2190,
Seixal,1699,1754,2065,2196,2259,1466,2033,2068,2019,2138,2300,2720,
Sesimbra,1665,1819,1643,1536,1852,1290,2300,1911,942,2066,2237,2208,
Setubal,1528,1632,972,1513,2351,1891,1929,1490,2044,2142,2358,2446,
