-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,11.102286482358046,9.79594763096165,7.916807634007556,7.574626675309055,6.9311335625323105,6.296669593613598,6.036893839971217,6.37621352438406,7.079001193801693,5.527261645608472,7.89934455162676,8.980209151197299,
Cascais,12.832891075038104,10.157573036097846,9.756801715871523,8.741753069347732,8.116297746456503,8.007716529374042,10.527155843866774,17.10127324313693,8.849115096829745,6.767625191193078,10.751990451655884,16.719453033088232,
Lisboa,13.438872065916014,10.911868158643832,9.487586295829495,9.764215427023561,11.034302245275494,18.080689106902405,15.991502770129848,21.62290069587254,20.063020352223056,18.448160031827598,12.430534846278352,19.752263390648377,
Loures,10.170880555562961,8.11177002590101,7.139903923034112,6.403085379739414,5.454485430593783,5.537169469604889,5.530997207122935,4.915778068395123,5.560308918554465,4.957619486243775,4.2098786098301915,5.173797800448483,
Mafra,9.050690036214855,7.839747346996692,6.85704879969144,4.826869155724891,4.794600410066838,4.469861455497353,5.084541230656324,3.7535575589432923,4.238844386100297,3.5304347225024575,4.440346742144994,5.369188925696458,
Odivelas,10.874394087444692,9.577031078272904,7.466963521226138,7.043522518529903,6.252922135416667,6.762042539333866,8.059127707279718,5.297107565589998,5.186453174340614,7.117759034813563,7.891901428330048,8.254934551206864,
Oeiras,12.523764573361117,10.490991141056373,8.63039967666391,8.240398116705759,8.366726209736175,7.642374534347927,6.402463439862888,7.179439938200839,10.268362927446345,7.086265144973536,15.732795168664161,6.016385030252435,
Sintra,9.265596998311636,7.4174915651071345,6.455503338861492,5.90824494814032,5.589328736117115,5.165931730100382,5.248364160241239,4.833220271077938,4.717148803171123,4.816897436214101,4.5663821517901475,4.455941014249146,
VilaFrancaDeXira,8.796596240479495,7.136704214460586,6.851802594426426,5.608494043537907,5.412882540725709,5.171597179406669,4.988847313375804,7.636701652567731,4.7710774631621575,4.099681296894797,5.79611975627985,3.9062907067790267,
Alcochete,7.6177415411971925,6.388176819263589,5.805296729927036,5.150502887488708,5.145004003798989,5.146899064561175,4.208898262904835,4.296278333859482,9.08428626959346,9.070781928990783,3.8667242288354147,4.994862559157039,
Almada,10.867118675289277,9.203430155926792,8.06689953762612,7.342100313924644,6.365018650932171,6.182697326176486,6.259198364864355,5.566231677755123,5.396745893550358,6.165619711519192,11.228086596602303,9.850211955179681,
Barreiro,8.5138243844421,7.146251062751234,5.938699263191978,5.606306044603247,5.745072793430364,4.975237880569792,4.867020775878341,5.195611382289003,4.63836961790598,4.693580930978255,4.709307026936541,5.3072845463348495,
Moita,7.20457240106862,6.201278558813845,5.6256307856527386,5.319319237344306,4.483535609668861,4.4366538179552775,3.935180769619592,3.8935508144673943,3.859933671417336,3.6348938513016327,7.914666097239168,3.6282844104596186,
Montijo,7.447042468865793,7.214674332270268,5.4016276231983404,4.8163290072016185,5.810799302934969,5.509709750708712,4.602194308281529,9.723917666656696,9.68559602956169,3.9611778754573157,12.06048457261172,8.252017791993833,
Palmela,7.676302107433562,6.001139496086335,5.082388458642468,4.8174646934675,4.466431085717927,4.811646382080297,3.8403182102827165,3.896348321850193,3.3412878867892855,8.332139240163576,5.377194701900335,8.89745344472746,
Seixal,9.03153815570783,7.639164936735078,5.85702001971568,5.550595590575536,5.430840192591306,5.038684320690878,5.0636074640136375,4.5409758919226295,5.236217804920173,4.429959588182616,7.24717488238797,12.29783639893629,
Sesimbra,7.4459851126878664,6.671548654097067,5.803483692568765,4.540138742593759,4.6425624831147205,3.9685343455301285,4.266614577654478,6.2932779206516045,7.251294162376702,12.656679153126543,4.804003844852431,3.207649603806769,
Setubal,8.549422780318613,6.835782001759138,5.43847038912861,4.7674483450085265,5.657047047657283,4.9733270724334595,4.64728687981695,4.470907267824558,5.003775359184413,4.216732820674412,10.875302101951343,11.755804800248953,
