-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1616,1651,1700,1569,1619,1519,1573,2140,2146,1962,2140,1918,
Cascais,1921,1944,2138,2372,2580,2794,3099,3243,2419,3055,2940,2892,
Lisboa,2620,2713,3217,3401,3436,3429,3444,3311,3374,3477,3544,3507,
Loures,1573,1704,1792,1777,1743,1512,1744,2194,2034,1684,2305,2319,
Mafra,1268,1435,1521,1667,1564,1619,2054,2064,2325,1984,2287,2711,
Odivelas,1515,1699,1790,1991,1885,2081,2276,2589,2276,2213,2395,2650,
Oeiras,2105,2103,2278,2397,2374,2226,2085,2760,1932,2933,2487,2264,
Sintra,1332,1315,1323,1331,1231,1300,1422,1538,1468,1647,1849,1560,
VilaFrancaDeXira,1126,1300,1322,1371,1244,1281,1425,1317,1465,1404,1803,1786,
Alcochete,1391,1590,1715,1845,1824,2067,2595,2676,2321,3905,0,1644,
Almada,1593,1648,1831,1768,1722,1706,1968,2173,1976,1981,2223,1854,
Barreiro,1125,1100,1042,1078,1273,998,1184,1315,1455,1236,1431,1203,
Moita,1024,996,1094,933,1009,1024,1825,1161,1089,2387,1136,1332,
Montijo,1381,1130,1349,1361,1373,1384,1667,2216,1626,3014,2043,2297,
Palmela,1069,1071,1213,1137,997,1273,1832,1274,3677,2460,1933,2010,
Seixal,1411,1299,1477,1506,1451,1540,1917,2289,1942,1973,2340,2329,
Sesimbra,1198,1289,1524,1480,1371,1435,1549,1664,1523,1507,1918,1738,
Setubal,1340,1202,1201,1200,1294,1328,1660,2452,2483,1602,1844,1556,
