-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,8.83164772289475,9.693952442333511,10.037295558477386,11.070337535227699,11.321909704241232,11.421564162333606,
Cascais,11.238470317291764,11.850924807443011,13.506458670022731,13.835787314507883,12.717222445387858,12.511891755291481,
Lisboa,12.138972916339524,14.943016956501738,16.445332513773472,17.404124090874916,16.89638047724184,17.24795985341192,
Loures,8.160592957619691,8.656315570818503,10.443370996666424,10.140930434389933,8.338071766078597,9.334569912226677,
Mafra,6.733192031445411,7.4093667552636555,5.546844191662786,8.278995962937067,10.23889664824643,8.98261060892783,
Odivelas,8.358196891503114,9.477100259287234,10.841033557399298,12.01546673752429,12.36305278269974,10.977942123724484,
Oeiras,10.304692456648596,11.032178508752864,13.743674470724557,14.182356177246628,14.712223544828753,11.382741648637644,
Sintra,7.561257659745913,7.721039496283029,7.815435380324346,8.713378390729728,8.649155165114497,9.907854841247174,
VilaFrancaDeXira,7.2445113352921044,6.811890220859982,7.653933832901244,8.228703867669752,8.145602721942424,7.896519277365508,
Alcochete,6.305289115309396,7.5271582134589945,8.038333431777493,8.920110632692209,8.200924234741867,7.465309959027775,
Almada,8.831095640508718,9.378110657486967,10.41829928825763,12.201819734781095,12.294448596386369,11.61857843206407,
Barreiro,7.138438047614731,7.440330696591515,6.6746009169836755,7.4682239232123315,9.81435507052729,9.141324935220092,
Moita,5.833977479334093,5.527381406806455,7.302302194717812,6.388357620260244,6.613771384412314,6.524587288625588,
Montijo,6.664325144522418,6.862212479180532,7.228451600955822,10.409036239500836,6.495339914937784,10.361018716892808,
Palmela,6.514516397777123,6.246817843745381,7.297555635336648,7.955397114056161,7.2780203288958125,8.804346806099073,
Seixal,7.228532792095124,6.813555869355618,6.722481487791037,8.848277127654471,9.271841721964996,8.67051258388817,
Sesimbra,6.151522904009894,6.942913428987624,5.718049202944801,5.243589885591513,6.622878507881451,8.275479767628207,
Setubal,7.101885671518994,7.054534317339325,6.278052169566273,8.63901587185218,6.9215886261635635,8.885472183025149,
